borrower_id,addr_state,annual_inc,emp_length,home_ownership,verification_status,loan_status
136,3,11.29,2,2,0,1
137,1,10.57,0,3,1,1
138,2,10.65,1,3,0,1
139,1,12.74,2,3,0,1
140,3,11.18,2,2,0,1
141,0,11.2,2,3,2,1
142,3,10.71,1,3,0,1
143,2,11.6,0,3,0,1
144,3,11.08,2,1,2,1
145,1,10.31,2,2,2,1
146,2,10.15,0,2,1,1
147,0,10.6,1,3,0,1
148,1,11.08,2,2,0,1
149,1,13.27,2,3,2,1
150,1,10.51,2,2,0,1
151,3,12.17,2,3,0,1
152,0,10.98,0,2,2,1
153,2,11.35,2,3,0,1
154,2,10.71,0,2,0,1
155,2,11.0,2,3,2,1
156,1,11.03,0,3,0,1
157,2,11.03,2,3,1,1
158,1,11.29,0,3,0,1
159,1,11.31,2,3,0,1
160,2,10.24,0,1,1,1
161,0,10.6,2,3,0,1
162,3,10.82,1,3,0,1
163,2,11.53,2,3,0,1
164,1,10.82,0,3,1,1
165,1,11.07,2,3,1,1
166,3,10.78,1,2,2,1
167,3,10.78,1,2,1,1
168,0,11.53,1,2,0,1
169,3,10.31,0,2,1,1
170,0,11.61,2,3,2,1
171,0,10.76,0,2,0,1
172,1,11.0,2,1,2,1
173,2,10.97,1,2,0,1
174,3,10.46,0,3,0,1
175,1,10.2,0,2,0,1
176,4,11.57,0,3,2,1
177,0,11.16,1,3,1,1
178,2,10.71,2,3,0,1
179,4,10.8,1,3,0,1
180,3,10.77,0,3,1,1
181,2,10.37,0,2,0,1
182,2,10.31,2,3,1,1
183,1,10.8,1,3,1,1
184,3,10.86,1,2,1,1
185,3,11.49,2,2,0,1
186,4,11.36,1,1,0,1
187,0,11.73,2,2,0,1
188,0,10.57,2,2,1,1
189,1,11.03,1,2,0,1
190,3,11.23,0,3,0,1
191,1,10.71,2,2,0,1
192,4,10.0,1,2,1,1
193,1,11.99,0,3,0,1
194,0,11.16,2,3,0,1
195,3,11.3,2,3,0,1
196,1,11.08,2,3,0,1
197,2,10.94,0,3,1,1
198,2,11.33,2,3,0,1
199,1,10.94,0,2,2,1
200,3,11.44,2,3,0,1
201,1,11.35,1,3,0,1
202,4,11.51,0,3,0,1
203,1,10.71,2,2,1,1
204,1,11.7,2,3,2,1
205,1,10.91,0,2,1,1
206,3,10.71,1,3,0,1
207,0,10.92,1,1,0,1
208,1,10.46,1,3,0,1
209,4,10.97,2,3,1,1
210,1,10.82,0,2,1,1
211,1,10.7,2,2,0,1
212,0,11.51,0,3,0,1
213,1,11.09,2,3,0,1
214,2,11.46,0,3,0,1
215,4,11.08,1,3,0,1
216,2,11.0,2,3,0,1
217,1,10.71,1,2,1,1
218,0,10.78,1,2,0,1
219,2,11.35,0,3,1,1
220,2,11.29,1,3,0,1
221,1,10.79,0,3,0,1
222,1,11.55,0,3,0,1
223,4,11.08,1,3,0,1
224,4,10.31,2,3,1,1
225,1,10.6,1,2,0,1
226,0,11.14,2,3,0,1
227,1,10.82,1,2,0,1
228,0,10.6,0,3,1,1
229,3,11.16,2,3,2,1
230,2,11.16,2,3,1,1
231,3,11.23,0,3,1,1
232,1,10.75,1,3,0,1
233,4,11.92,0,3,0,1
234,0,11.36,0,3,0,1
235,0,11.43,2,3,0,1
236,1,10.21,2,2,0,1
237,0,11.11,2,2,0,1
238,0,11.08,2,2,2,1
239,1,11.18,2,3,0,1
240,1,11.08,2,2,0,1
241,2,11.31,2,3,0,1
242,1,11.47,2,3,1,1
243,2,11.26,0,3,0,1
244,0,11.0,2,2,0,1
245,0,10.86,0,3,0,1
246,4,10.92,2,3,0,1
247,1,11.35,0,2,0,1
248,2,10.95,2,3,0,1
249,1,11.1,2,3,0,1
250,1,11.0,0,2,2,1
251,1,11.0,1,3,0,1
252,4,10.92,0,3,0,1
253,4,10.82,0,3,0,1
254,3,10.55,1,3,0,1
255,0,11.37,0,3,0,1
256,2,11.61,1,3,1,1
257,1,11.0,0,2,1,1
258,2,10.88,2,2,1,1
259,1,9.95,0,2,0,1
260,1,12.3,2,3,0,1
261,3,11.28,0,3,1,1
262,0,10.88,0,3,0,1
263,1,11.46,0,2,0,1
264,4,10.9,2,3,0,1
265,2,10.65,0,3,0,1
266,0,12.13,0,1,0,1
267,4,11.51,2,3,0,1
268,1,11.61,2,3,2,1
269,2,11.18,1,2,0,1
270,1,11.29,1,2,0,1
271,1,11.18,1,3,0,1
272,4,11.46,2,3,0,1
273,2,10.49,1,2,0,1
274,3,10.6,0,2,0,1
275,0,10.67,0,2,0,1
276,3,11.46,1,3,1,1
277,1,10.6,1,2,0,1
278,2,11.23,1,3,1,1
279,0,11.08,1,3,0,1
280,1,11.29,2,3,1,1
281,1,11.0,1,3,0,1
282,1,10.88,1,2,2,1
283,3,11.3,1,3,2,1
284,0,11.52,0,3,0,1
285,1,10.28,0,2,1,1
286,4,11.16,1,3,0,1
287,2,10.74,0,3,0,1
288,3,11.0,2,3,1,1
289,2,10.76,2,3,0,1
290,3,11.51,2,3,0,1
291,1,11.25,2,3,0,1
292,4,10.24,0,3,0,1
293,1,10.52,1,2,1,1
294,0,10.86,0,2,1,1
295,4,11.0,2,3,0,1
296,0,11.43,2,3,2,1
297,1,13.06,2,3,2,1
298,4,10.6,0,2,1,1
299,1,10.74,1,2,0,1
300,4,11.33,1,2,2,1
301,1,10.82,1,1,2,1
302,1,11.35,0,3,0,1
303,1,10.97,0,3,1,1
304,1,11.74,1,2,0,1
305,2,10.99,2,3,0,1
306,1,10.71,2,3,0,1
307,3,11.16,1,2,0,1
308,3,11.08,2,3,2,1
309,3,10.92,1,2,1,1
310,1,11.03,2,2,0,1
311,0,11.74,2,3,0,1
312,1,11.29,0,3,2,1
313,1,10.46,0,2,1,1
314,0,11.46,0,3,2,1
315,2,11.47,0,2,0,1
316,3,10.37,0,2,1,1
317,4,11.34,0,3,0,1
318,1,11.57,2,3,2,1
319,1,11.59,1,3,0,1
320,3,10.71,2,3,0,1
321,1,11.46,0,3,1,1
322,1,11.16,0,2,1,1
323,1,10.92,0,2,0,1
324,1,9.9,0,2,1,1
325,3,11.08,1,3,0,1
326,1,11.08,0,2,1,1
327,1,11.61,1,2,0,1
328,4,11.49,2,3,0,1
329,1,11.08,2,3,2,1
330,1,11.3,0,3,2,1
331,1,11.78,2,3,2,1
332,1,11.59,1,3,0,1
333,3,11.78,0,3,0,1
334,2,10.88,0,3,1,1
335,0,11.41,1,2,0,1
336,1,11.16,2,3,0,1
337,2,11.2,2,3,0,1
338,4,10.71,0,3,0,1
339,1,11.41,1,3,0,1
340,0,11.61,1,3,0,1
341,3,11.14,2,3,0,1
342,4,10.57,0,3,2,1
343,0,11.39,2,1,2,1
344,0,11.08,0,2,0,1
345,2,11.08,1,1,0,1
346,3,11.39,1,2,1,1
347,0,11.43,1,2,0,1
348,1,11.07,0,2,0,1
349,3,11.35,0,3,0,1
350,1,12.1,2,3,0,1
351,1,11.16,1,2,0,1
352,4,11.11,0,3,0,1
353,2,11.34,2,3,0,1
354,2,11.0,0,2,2,1
355,0,10.76,1,2,0,1
356,0,10.46,1,2,0,1
357,0,10.48,2,2,0,1
358,3,11.0,1,2,1,1
359,1,11.53,0,3,2,1
360,1,10.6,1,2,0,1
361,1,11.13,2,2,0,1
362,1,11.49,0,2,0,1
363,0,10.71,0,2,0,1
364,1,12.07,2,3,2,1
365,0,11.16,2,3,0,1
366,1,11.23,1,2,2,1
367,1,12.13,2,3,0,1
368,2,11.64,0,2,0,1
369,4,10.35,1,2,0,1
370,2,10.65,0,2,0,1
371,0,11.23,1,2,0,1
372,1,11.32,2,3,0,1
373,3,11.5,2,3,0,1
374,3,11.54,0,3,2,1
375,1,10.46,1,2,1,1
376,1,11.08,0,3,1,1
377,0,10.78,0,2,0,1
378,1,11.65,2,3,1,1
379,1,11.37,2,3,2,1
380,1,10.7,0,1,0,1
381,3,11.34,2,3,0,1
382,3,10.71,2,2,1,1
383,0,11.21,2,3,0,1
384,1,11.0,1,1,1,1
385,4,10.82,2,3,0,1
386,0,10.57,1,2,0,1
387,0,10.71,2,2,1,1
388,1,10.67,0,2,0,1
389,2,11.13,1,3,0,1
390,1,10.71,0,2,2,1
391,1,12.04,2,2,0,1
392,3,10.71,1,3,0,1
393,3,9.9,0,3,0,1
394,1,11.51,1,2,2,1
395,0,10.82,2,3,0,1
396,2,10.46,1,1,1,1
397,3,11.61,2,3,2,1
398,1,10.55,0,3,0,1
399,1,10.66,0,2,0,1
400,1,11.0,2,3,0,1
401,4,11.23,0,1,0,1
402,4,10.62,0,2,0,1
403,1,11.92,0,3,0,1
404,4,12.43,1,2,2,1
405,2,10.83,0,2,0,1
406,2,11.98,2,3,0,1
407,0,11.41,0,3,0,1
408,0,11.61,1,3,0,1
409,0,10.43,1,3,0,1
410,4,10.6,1,2,1,1
411,1,11.68,0,1,1,1
412,1,11.36,2,2,0,1
413,1,10.76,0,2,1,1
414,1,10.76,1,2,0,1
415,1,11.41,1,3,2,1
416,3,11.41,2,3,2,1
417,1,11.39,2,2,0,1
418,3,10.93,2,3,0,1
419,4,11.25,2,3,0,1
420,0,10.34,0,2,1,1
421,3,11.08,2,2,2,1
422,1,10.97,2,2,0,1
423,1,11.0,2,3,0,1
424,1,11.29,2,3,0,1
425,4,11.0,2,3,0,1
426,4,11.53,0,3,0,1
427,3,10.49,1,3,1,1
428,2,11.0,2,3,0,1
429,1,10.55,2,3,0,1
430,0,10.65,2,2,1,1
431,1,11.76,2,2,1,1
432,4,11.35,2,3,0,1
433,1,10.96,1,2,1,1
434,1,10.39,0,3,0,1
435,1,10.78,2,3,2,1
436,0,11.41,0,3,0,1
437,1,11.24,0,3,0,1
438,2,10.65,2,3,0,1
439,3,11.16,1,3,0,1
440,4,10.71,0,2,1,1
441,1,11.54,2,1,0,1
442,4,10.8,2,1,1,1
443,1,10.71,1,2,1,1
444,0,11.76,0,3,1,1
445,3,11.16,0,2,1,1
446,0,10.9,2,2,1,1
447,1,12.21,0,3,0,1
448,1,11.41,0,3,2,1
449,2,11.82,2,3,0,1
450,4,11.61,0,3,0,1
451,2,11.51,0,2,2,1
452,3,11.07,2,3,0,1
453,0,11.12,1,3,2,1
454,3,11.66,0,2,0,1
455,0,10.67,0,2,0,1
456,1,11.16,2,2,1,1
457,4,11.0,2,2,0,1
458,4,10.6,1,2,0,1
459,4,11.11,2,3,1,1
460,2,11.16,2,3,0,1
461,2,11.03,2,3,1,1
462,1,10.82,1,2,1,1
463,1,11.16,1,3,2,1
464,3,11.51,0,3,2,1
465,2,10.86,2,3,0,1
466,2,11.54,0,3,1,1
467,1,11.65,2,3,0,1
468,1,11.29,1,2,1,1
469,4,10.46,0,2,0,1
470,4,10.71,1,2,1,1
471,1,11.29,0,3,2,1
472,2,10.82,0,2,2,1
473,1,11.0,0,2,0,1
474,2,10.65,1,2,0,1
475,1,11.0,2,2,1,1
476,1,12.13,1,3,2,1
477,0,11.52,1,2,1,1
478,0,10.78,2,2,0,1
479,1,11.29,0,2,0,1
480,3,11.1,2,3,0,1
481,0,11.46,0,3,0,1
482,4,11.51,0,3,1,1
483,1,11.92,2,2,0,1
484,1,11.29,0,3,0,1
485,3,11.41,1,3,2,1
486,3,11.25,2,3,0,1
487,2,11.18,2,3,0,1
488,1,10.96,1,3,2,1
489,0,10.71,0,2,0,1
490,1,10.71,0,2,1,1
491,0,11.7,1,2,0,1
492,0,11.41,2,2,0,1
493,1,11.8,1,3,0,1
494,4,10.56,0,2,2,1
495,3,11.61,0,3,0,1
496,1,11.43,2,2,2,1
497,1,10.62,2,2,0,1
498,1,11.43,1,2,2,1
499,3,11.11,0,3,0,1
500,0,11.08,0,3,0,1
501,4,11.55,1,3,1,1
502,1,11.46,0,3,1,1
503,0,10.88,2,3,0,1
504,2,11.46,2,2,0,1
505,4,11.0,1,2,0,1
506,1,10.6,0,3,0,1
507,3,11.23,2,3,0,1
508,0,9.39,0,2,1,1
509,3,10.46,0,1,0,1
510,3,11.16,0,3,0,1
511,3,9.65,0,2,0,1
512,3,11.35,0,3,1,1
513,4,11.5,1,1,0,1
514,4,10.77,0,3,1,1
515,1,11.23,2,3,2,1
516,3,10.65,2,2,0,1
517,1,11.34,2,2,0,1
518,3,11.08,2,3,2,1
519,1,10.88,1,2,1,1
520,1,11.09,2,3,0,1
521,2,11.7,2,3,1,1
522,2,10.82,0,2,2,1
523,0,10.96,1,3,0,1
524,3,10.46,1,2,2,1
525,0,10.29,0,2,0,1
526,1,11.29,0,2,0,1
527,3,11.0,2,2,2,1
528,0,11.13,1,3,2,1
529,3,11.54,2,3,0,1
530,2,10.8,0,3,2,1
531,1,10.97,2,2,2,1
532,1,11.7,2,3,2,1
533,2,12.21,1,3,0,1
534,4,10.86,1,3,0,1
535,3,10.78,0,3,1,1
536,0,11.28,2,3,0,1
537,3,11.02,2,3,1,1
538,0,11.26,1,3,0,1
539,0,11.46,1,2,0,1
540,0,11.51,2,3,2,1
541,2,11.29,0,2,0,1
542,0,11.35,0,2,0,1
543,0,11.0,1,3,0,1
544,1,10.46,2,2,1,1
545,0,11.64,2,1,0,1
546,1,11.51,1,2,2,1
547,3,10.4,0,3,1,1
548,1,11.41,2,2,2,1
549,1,10.55,0,1,0,1
550,1,11.46,1,2,2,1
551,1,12.43,2,3,2,1
552,0,11.16,2,2,0,1
553,2,10.92,0,1,0,1
554,4,11.0,2,1,0,1
555,0,11.08,1,2,0,1
556,3,11.55,2,3,1,1
557,1,10.92,2,3,1,1
558,3,11.74,2,3,2,1
559,1,10.46,0,2,0,1
560,1,11.78,0,3,2,1
561,1,11.23,2,2,2,1
562,4,10.0,1,2,0,1
563,3,11.0,1,3,1,1
564,0,10.95,1,3,0,1
565,0,11.18,2,3,0,1
566,1,10.97,2,2,0,1
567,2,10.92,0,2,2,1
568,2,11.0,1,3,2,1
569,2,11.7,1,3,0,1
570,3,11.13,0,3,2,1
571,2,10.92,0,3,0,1
572,2,11.23,2,3,0,1
573,2,11.41,1,1,0,1
574,2,11.38,1,3,0,1
575,1,11.74,2,2,1,1
576,1,10.71,1,2,1,1
577,3,11.23,2,1,1,1
578,1,10.88,2,3,0,1
579,4,11.26,1,2,0,1
580,0,10.58,1,2,0,1
581,1,11.23,0,2,1,1
582,1,11.39,0,2,0,1
583,1,11.03,0,2,2,1
584,3,10.46,0,2,2,1
585,4,10.71,0,2,1,1
586,3,11.41,0,2,0,1
587,1,11.29,0,3,0,1
588,1,11.61,1,2,0,1
589,4,11.41,1,3,0,1
590,4,11.35,1,3,2,1
591,2,11.59,0,2,2,1
592,4,11.0,0,3,0,1
593,1,11.0,0,3,2,1
594,0,10.86,1,2,1,1
595,2,11.92,0,2,0,1
596,1,10.86,2,3,0,1
597,1,10.86,0,2,0,1
598,3,10.46,2,3,1,1
599,2,11.98,2,3,0,1
600,2,11.74,0,3,2,1
601,1,11.36,2,3,2,1
602,1,11.0,2,2,0,1
603,4,10.84,2,3,1,1
604,1,10.37,1,2,0,1
605,0,10.82,0,2,1,1
606,1,11.49,2,2,0,1
607,4,11.41,2,3,0,1
608,3,11.0,2,3,0,1
609,1,11.23,2,2,1,1
610,1,11.02,2,2,1,1
611,0,12.06,0,3,1,1
612,3,11.0,0,1,0,1
613,3,11.16,2,3,2,1
614,1,10.92,1,3,0,1
615,0,10.74,1,2,1,1
616,1,10.82,1,1,0,1
617,1,10.86,1,3,0,1
618,0,10.86,0,2,1,1
619,4,10.78,2,3,0,1
620,4,10.8,0,3,0,1
621,4,10.71,1,2,0,1
622,2,11.16,0,2,1,1
623,1,10.76,2,3,0,1
624,2,11.1,2,3,2,1
625,1,11.0,2,2,0,1
626,0,10.46,2,3,2,1
627,1,10.31,1,2,0,1
628,2,11.13,2,1,2,1
629,0,10.86,1,2,0,1
630,3,11.51,2,3,0,1
631,4,11.26,1,3,0,1
632,1,11.31,2,2,2,1
633,4,11.0,0,3,2,1
634,1,11.34,0,3,0,1
635,4,11.0,1,3,0,1
636,4,10.9,0,3,1,1
637,3,10.31,1,3,0,1
638,0,11.02,1,2,0,1
639,1,10.6,1,2,0,1
640,1,10.86,1,3,0,1
641,0,11.29,1,3,1,1
642,0,10.92,2,2,2,1
643,3,11.0,1,3,2,1
644,4,11.78,0,3,1,1
645,1,12.1,2,3,2,1
646,4,11.08,2,3,1,1
647,0,11.74,0,3,2,1
648,0,11.18,2,1,0,1
649,1,11.16,1,2,0,1
650,1,11.31,2,3,0,1
651,2,11.0,2,3,0,1
652,1,11.18,2,2,0,1
653,1,10.69,2,1,0,1
654,1,11.08,2,2,0,1
655,3,10.67,1,2,0,1
656,1,10.57,1,2,0,1
657,4,10.79,1,3,2,1
658,1,10.92,0,2,0,1
659,1,10.71,0,2,0,1
660,1,10.92,0,2,0,1
661,1,10.6,1,2,2,1
662,1,10.65,1,3,1,1
663,1,11.31,2,2,1,1
664,4,10.65,0,2,0,1
665,4,11.92,1,3,1,1
666,3,10.37,0,3,1,1
667,2,11.0,1,3,2,1
668,1,11.0,2,2,0,1
669,1,10.82,0,2,1,1
670,3,10.82,0,3,2,1
671,4,10.56,0,2,0,1
672,4,10.37,0,3,1,1
673,4,11.85,2,3,1,1
674,2,11.23,2,3,0,1
675,0,10.69,1,2,0,1
676,2,11.92,1,3,1,1
677,4,10.78,0,1,0,1
678,2,10.31,0,2,0,1
679,2,11.65,1,3,1,1
680,4,10.73,2,3,0,1
681,2,11.0,2,3,2,1
682,3,10.46,1,3,0,1
683,1,11.7,1,3,0,1
684,4,11.74,2,2,2,1
685,2,11.63,1,3,0,1
686,4,10.53,0,3,0,1
687,4,10.6,0,3,2,1
688,3,10.82,1,3,0,1
689,3,10.24,1,3,1,1
690,1,10.17,0,3,1,1
691,1,10.92,0,2,2,1
692,0,11.65,0,3,0,1
693,3,10.6,0,3,2,1
694,0,11.69,0,1,0,1
695,0,10.66,0,2,0,1
696,0,11.16,1,3,1,1
697,1,11.08,0,2,0,1
698,1,11.7,2,1,2,1
699,2,10.92,2,3,0,1
700,4,11.16,0,3,1,1
701,1,11.35,1,3,1,1
702,3,11.35,0,3,2,1
703,4,10.99,2,2,2,1
704,2,11.08,2,3,0,1
705,3,11.0,0,2,1,1
706,1,11.54,2,2,0,1
707,0,10.71,2,2,1,1
708,2,11.52,1,3,0,1
709,1,11.45,1,1,0,1
710,1,11.0,1,2,1,1
711,1,11.03,0,2,0,1
712,4,10.95,0,3,0,1
713,4,10.92,2,3,0,1
714,1,11.81,2,3,0,1
715,1,10.82,1,2,0,1
716,3,10.6,1,3,0,1
717,2,11.45,1,3,1,1
718,1,11.16,2,2,0,1
719,0,11.51,2,1,0,1
720,1,11.0,2,3,1,1
721,2,11.39,1,2,1,1
722,4,10.16,0,1,0,1
723,1,11.27,2,3,2,1
724,3,11.31,1,2,1,1
725,0,11.35,2,2,2,1
726,2,11.23,2,3,1,1
727,2,11.67,0,3,0,1
728,1,10.95,2,2,1,1
729,4,10.67,2,1,1,1
730,3,11.0,0,3,0,1
731,2,11.51,1,3,1,1
732,1,11.35,2,2,0,1
733,4,11.35,0,2,0,1
734,2,11.51,1,2,2,1
735,4,10.66,0,2,2,1
736,0,11.16,0,2,1,1
737,3,11.43,1,3,0,1
738,2,10.17,1,3,1,1
739,1,10.82,1,3,1,1
740,1,11.48,1,3,0,1
741,1,11.41,0,3,2,1
742,3,10.82,0,2,0,1
743,2,10.13,0,2,1,1
744,1,11.57,2,3,0,1
745,2,11.13,1,1,1,1
746,1,10.88,2,2,1,1
747,2,10.09,0,2,1,1
748,0,10.31,0,2,0,1
749,0,10.65,2,2,0,1
750,3,10.95,2,3,0,1
751,1,10.46,0,2,0,1
752,4,11.21,0,3,0,1
753,3,11.41,0,3,2,1
754,2,11.35,2,3,0,1
755,2,11.13,1,3,0,1
756,0,10.82,2,2,1,1
757,4,9.8,0,2,0,1
758,0,11.61,1,2,2,1
759,0,10.92,1,3,0,1
760,4,10.2,2,3,1,1
761,1,10.92,0,1,1,1
762,3,11.07,1,2,2,1
763,1,10.55,2,2,1,1
764,0,10.49,1,0,1,1
765,3,11.65,2,3,0,1
766,1,11.7,1,3,0,1
767,0,10.62,0,3,0,1
768,3,10.82,0,3,0,1
769,1,11.23,2,3,0,1
770,1,11.16,1,2,2,1
771,0,10.78,0,0,0,1
772,0,10.96,1,3,0,1
773,1,10.93,0,2,1,1
774,1,10.55,2,2,1,1
775,1,10.97,0,2,0,1
776,1,11.34,1,2,0,1
777,0,11.48,1,3,2,1
778,4,11.23,0,3,1,1
779,1,10.43,2,3,0,1
780,1,11.08,2,3,2,1
781,3,9.83,1,2,0,1
782,4,11.23,0,2,1,1
783,4,10.78,1,2,1,1
784,0,11.43,2,1,1,1
785,1,11.0,1,2,1,1
786,0,10.8,0,2,1,1
787,1,11.61,0,2,2,1
788,1,11.29,1,3,0,1
789,1,11.08,1,2,2,1
790,1,10.82,1,2,2,1
791,4,11.0,0,2,0,1
792,2,11.23,2,3,2,1
793,0,11.92,2,3,1,1
794,3,11.16,0,1,0,1
795,0,11.92,1,3,2,1
796,0,11.41,2,3,1,1
797,0,10.55,0,2,0,1
798,0,10.86,2,2,1,1
799,4,11.01,1,3,0,1
800,4,10.53,2,3,0,1
801,2,11.24,2,3,0,1
802,1,10.81,0,2,2,1
803,1,11.26,0,2,1,1
804,1,10.46,0,2,2,1
805,4,10.67,1,3,0,1
806,1,11.61,0,3,1,1
807,2,10.67,0,1,2,1
808,1,11.49,1,2,2,1
809,1,10.82,1,1,0,1
810,1,10.43,2,2,0,1
811,2,11.61,0,2,2,1
812,3,11.29,1,3,1,1
813,1,11.31,1,2,0,1
814,0,11.31,0,2,0,1
815,0,11.26,2,2,0,1
816,2,10.61,1,2,0,1
817,4,11.08,1,3,1,1
818,0,10.87,2,2,1,1
819,3,10.92,1,3,0,1
820,4,11.03,1,3,0,1
821,2,10.65,0,2,0,1
822,2,11.35,1,2,1,1
823,0,11.51,2,3,0,1
824,0,11.0,0,2,2,1
825,2,10.31,2,3,1,1
826,1,10.65,2,3,2,1
827,1,12.15,0,2,1,1
828,4,11.61,1,3,2,1
829,1,10.78,1,3,0,1
830,1,10.71,1,2,1,1
831,2,12.07,2,3,2,1
832,2,10.63,0,2,1,1
833,4,11.0,2,2,0,1
834,2,10.9,0,2,0,1
835,3,10.2,0,2,1,1
836,1,11.35,2,3,0,1
837,1,10.31,1,2,1,1
838,0,10.82,0,2,0,1
839,0,11.16,2,2,0,1
840,3,10.04,0,2,0,1
841,0,10.71,0,2,1,1
842,4,11.41,2,1,2,1
843,3,11.31,2,3,0,1
844,3,10.12,2,2,0,1
845,1,11.73,1,3,1,1
846,1,10.86,2,3,2,1
847,3,11.68,2,3,1,1
848,3,11.13,1,3,0,1
849,3,11.16,1,3,2,1
850,1,11.32,2,2,1,1
851,2,10.85,2,0,0,1
852,1,11.02,1,2,0,1
853,2,11.53,2,3,0,1
854,0,9.9,0,2,2,1
855,4,11.61,0,2,0,1
856,4,10.46,0,2,1,1
857,1,11.16,2,3,2,1
858,4,10.49,1,1,1,1
859,1,10.57,0,2,1,1
860,1,11.51,1,3,1,1
861,3,11.0,1,1,0,1
862,0,11.95,1,2,0,1
863,0,10.53,0,2,1,1
864,1,11.18,0,2,0,1
865,3,11.08,1,3,2,1
866,2,11.41,2,2,1,1
867,3,11.81,0,2,0,1
868,3,10.6,1,3,2,1
869,4,11.16,1,3,0,1
870,3,10.31,2,1,2,1
